Case #,Crime,Occurred (Averaged),Location,lon,lat
25-01735,,2025-05-24 0:00,1070 Jackson St,-122.272863,37.8708393
25-01538,INFO: Information Only Report *Caslty: Injury/Illness,2025-05-24 12:23,University Village UVA,-122.272863,37.8708393
25-01539,459: PC; Burglary:first Degree; Felony,2025-05-24 13:00,2600 Ridge Rd,-122.25762580138408,37.8760552
25-01540,HAZMAT: Hazardous Condition Caslty: Injury/Illness,2025-05-24 19:46,Latimer Hall,-122.255914566482,37.87310845
25-01541,Found Prop.: Found Property SUPP: Supplemental Reports,2025-05-24 21:06,Campus Unspecified Campus Location,-122.272863,37.8708393
25-01550,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-05-25 4:33,1051 Monroe St,-122.272863,37.8708393
25-01555,*OA-BPD: Outside Assist - BPD OA-OTHER CRIME: Outside Assist - Other Crime *Unauthorized Access of Computer System,2025-05-25 14:22,2113 Ashby Av,-122.26597259604672,37.8555665
25-01542,Found Prop.: Found Property,2025-05-25 20:07,2495 Bancroft Wy,-122.2598545,37.869332
25-01543,OA-BPD: Outside Assist - BPD OA-NON-CRIMINAL: Outside Assist - Non-Criminal *TC Injury: Traffic Collision Injury,2025-05-25 22:57,05252025 2250 Durant Av,-122.26448333823588,37.86704526176464
25-01544,Caslty-Drug Inv: Injury/Illness - Drug Related,2025-05-25 23:47,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01590,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-26 2:00,2121 Berkeley Wy,-122.2683576,37.8737831
25-01551,Lost Prop.: Lost Property,2025-05-26 3:30,Giannini Hall,-122.26226332170472,37.8734437
25-01554,Lost Prop.: Lost Property,2025-05-26 7:00,University Village UVA,-122.272863,37.8708393
25-01546,INFO: Information Only Report,2025-05-26 12:10,UVA,-122.272863,37.8708393
25-01547,SUPP: Supplemental Reports 211: PC; Robbery:first Degree; Felony 22810(G)(1): PC; Ill Use Of Tear Gas/Tea Weapon; Felony,2025-05-26 16:51,Frank Schlessinger Bridge,-122.263823,37.870592
25-01549,14601.2(A): VC; Driving W/Lic Susp/Revoked For Dui Violation; Misdemeanor 26709 (A): VC; Mirrors: Equipment; Infra 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction 5200 (a): VC; Improper Display of Licens Plates; Infraction,2025-05-27 8:09,Seventh St,-122.29817682178276,37.87295423674546
25-01548,Found Prop.: Found Property,2025-05-27 10:32,Campus Unspecified,-122.288608,37.868541
25-01560,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-27 14:08,McLaughlin Hall,-122.25905005086965,37.8738328
25-01562,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-27 17:50,Morrison Hall,-122.25646922657933,37.870844250000005
25-01561,211: PC; Robbery:second Degree; Felony,2025-05-27 18:46,Frank Schlessinger Wy,-122.26274628522462,37.870190969260456
25-01563,417(A)(1): PC; Exhibit Deadly Weapon Other Than Firearm; Misdemeanor 626: Exclusion Order Issued *Aggravated Assault,2025-05-28 0:32,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-01564,"5150: WI; 72 Hour Mental Health Hold; 148(A)(1): PC; Obstruct/Resist/Etc Publi Officer/Emergency Med Tech; Misde OUT WRTM: Other Agency Warrant, Misd 978.5: PC; Bench Warrant/Failure To Appe On Misdemeanor Charge; Misdemeanor",2025-05-28 8:20,2301 Bancroft Wy,-122.260816,37.868605
25-01577,422(A): PC; Threaten Crime With Intent To Terrorize; Misdemeanor,2025-05-28 8:40,2401 Durant Av,-122.26110790700152,37.8680285
25-01572,Found Prop.: Found Property,2025-05-28 10:51,Zellerbach Hall,-122.26078800973944,37.8690496
25-01573,Found Prop.: Found Property,2025-05-28 10:51,Zellerbach Hall,-122.26078800973944,37.8690496
25-01567,Found Prop.: Found Property,2025-05-28 10:55,Zellerbach Hall,-122.26078800973944,37.8690496
25-01799,422(A): PC; Threaten Crime With Intent To Terrorize; Misdemeanor,2025-05-28 12:38,2415 Bowditch St,-122.25621929426624,37.866137951654
25-01575,484(A): PC; Petty Theft; Misdemeanor,2025-05-28 12:45,Mulford Hall,-122.26429165961542,37.87268705
25-01568,Found Prop.: Found Property,2025-05-28 14:36,Zellerbach Hall,-122.26078800973944,37.8690496
25-01569,Found Prop.: Found Property,2025-05-28 14:36,Zellerbach Hall,-122.26078800973944,37.8690496
25-01570,Found Prop.: Found Property,2025-05-28 14:36,Zellerbach Hall,-122.26078800973944,37.8690496
25-01571,Found Prop.: Found Property,2025-05-28 14:36,Zellerbach Hall,-122.26078800973944,37.8690496
25-01576,Found Prop.: Found Property,2025-05-28 15:21,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-01578,INFO: Information Only Report *Stalking,2025-05-28 16:59,05132025 0001 2465 Bancroft Wy,-122.25593425935196,37.86865795
25-01579,2800.1(A): VC; Evading Peace Officer; Misdemeanor *Caslty: Injury/Illness *05/28/2025 *1,2025-05-28 23:49,Ashby Av,-122.2828782670603,37.85291552408828
25-02061,Lost Prop.: Lost Property,2025-05-29 2:11,Li Ka Shing Center,-122.265438120222,37.8729723
25-01580,626: Exclusion Order Issued 602(M): PC; Trespass:occupy Property Wit Consent; Misdemeanor,2025-05-29 6:44,Dwinelle Hall,-122.2607432628604,37.8707285
25-01581,Found Prop.: Found Property,2025-05-29 8:34,Campus Unspecified Campus Location Campus,-122.288608,37.868541
25-01588,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-29 10:50,730 Kinkead Wy,-122.272863,37.8708393
25-01582,Caslty: Injury/Illness,2025-05-29 11:29,University Village Apartments UVA,-122.272863,37.8708393
25-01663,Lost Prop.: Lost Property,2025-05-29 12:00,OAKLAND,-122.23870915696222,37.87425655
25-01599,484G: PC; Theft By Use Of Access Card Information; Misdemeanor,2025-05-29 12:01,Unknown Location,-122.272863,37.8708393
25-01587,PRODAM: Property Damage,2025-05-29 13:03,200 Centennial Dr,-122.2388985,37.8756959
25-01583,Caslty: Injury/Illness,2025-05-29 13:06,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-01585,PRODAM: Property Damage,2025-05-29 13:24,Wickson Gate,-122.26319845380284,37.87252368580313
25-01814,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-30 9:28,3001 Derby St,-122.247352,37.864905
25-01586,Found Prop.: Found Property,2025-05-30 10:52,2299 Piedmont Av,-122.2519432,37.8697156
25-01591,INFO: Information Only Report,2025-05-30 15:27,2299 Piedmont Av,-122.2519432,37.8697156
25-01589,Caslty-Drug Inv: Injury/Illness - Drug Related WELFARE: Welfare Check,2025-05-30 17:15,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01679,594(A)(1): PC; Vandalism:deface Property; Felony,2025-05-30 17:59,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01625,OA-BPD: Outside Assist - BPD *OA-OTHER CRIME: Outside Assist - Other *Aggravated Assault,2025-05-30 22:35,2150 Addison St,-122.26946494465672,37.87095102376439
25-01983,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-05-31 0:00,2121 Berkeley Wy,-122.2683576,37.8737831
25-01592,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2025-05-31 0:11,1020 Jackson St,-122.272863,37.8708393
25-01595,Caslty: Injury/Illness,2025-05-31 8:17,1051 Monroe St,-122.272863,37.8708393
25-01596,647(E): PC; Disorderly Conduct:lodge Without Owners Consent; Misdemeanor,2025-05-31 11:16,05312025 1116 Alumni House,-122.261366,37.869643
25-02865,Found Prop.: Found Property,2025-05-31 11:24,Bauer Wurster Hall,-122.25490130888858,37.87058195
25-01634,Lost Prop.: Lost Property,2025-05-31 14:00,Birge Hall,-122.25725158769572,37.8722111
25-01597,5150: WI; 72 Hour Mental Health Hold;,2025-05-31 14:13,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01649,487(A): PC; Grand Theft:money/Labor/Property; Felony 594(A)(1): PC; Vandalism:deface Property Misdemeanor,2025-06-01 1:31,1051 Monroe St,-122.272863,37.8708393
25-01598,5150: WI; 72 Hour Mental Health Hold;,2025-06-01 9:19,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01601,381(B): PC; Possess/Etc Substance Similar To Toluene; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor,2025-06-01 20:24,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01602,Caslty: Injury/Illness,2025-06-01 21:36,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-01603,Found Prop.: Found Property OA-BPD: Outside Assist - BPD OA-NON-CRIMINAL: Outside Assist - Non-Criminal,2025-06-01 22:45,2500 block of Channing Wy,-122.272863,37.8708393
25-01604,PRODAM: Property Damage,2025-06-02 9:12,Barrows Lane,-122.2584857382614,37.869530343119656
25-01605,Found Prop.: Found Property,2025-06-02 9:54,Sproul Hall,-122.25877388866844,37.8696038
25-01606,273.5(A): PC; Inflict Corporal Injury On Spouse/Cohabitant/Datng Relatnshp; Misd 236: PC; False Imprisonment; Misdemeanor 626.9(I): PC; Possess/Etc Firearm:university/Etc; Felony SUPP: Supplemental Reports *DV: Domestic Violence *Aggravated Assault,2025-06-02 11:05,UVA,-122.272863,37.8708393
25-01608,594(A)(3): PC; Vandalism:destroy Other's Property; Misdemeanor,2025-06-02 13:30,Law Building Lot,-122.253131,37.869752
25-01607,626.9(I): PC; Possess/Etc Firearm:university/Etc; Felony,2025-06-02 13:35,UVA,-122.272863,37.8708393
25-01671,Lost Prop.: Lost Property,2025-06-02 16:15,Evans Hall,-122.25768131042068,37.8736211
25-01609,Caslty: Injury/Illness,2025-06-02 19:07,945 Ohlone Av,-122.272863,37.8708393
25-01623,*Found Prop.: Found Property,2025-06-02 19:08,Campus Unspecified Campus Location Campus,-122.288608,37.868541
25-01610,381(B): PC; Possess/Etc Substance Similar To Toluene; Misdemeanor,2025-06-02 20:08,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01611,SUPP: Supplemental Reports 459: PC; Burglary:first Degree; Felony,2025-06-02 22:28,255 Panoramic Wy,-122.24737160042392,37.869625962711446
25-01629,OA-BPD: Outside Assist - BPD OA-BURGLARY: Outside Assist - Burglary,2025-06-02 23:33,2401 Piedmont Av,-122.25148687332974,37.867378
25-01616,484(A): PC; Petty Theft; Misdemeanor,2025-06-03 6:54,2301 Bancroft Wy,-122.260816,37.868605
25-01612,SUPP: Supplemental Reports 381(B): PC; Possess/Etc Substance Simila Toluene; Misdemeanor 148(A)(1): PC; Obstruct/Resist/Etc Publi Officer/Emergency Med Tech; Misde,2025-06-03 12:27,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01613,Caslty: Injury/Illness,2025-06-03 13:10,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-01614,Found Prop.: Found Property,2025-06-03 14:09,2495 Bancroft Wy,-122.2598545,37.869332
25-01617,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-06-03 16:00,2650 Durant Av,-122.2552301968402,37.86782
25-01615,532(A): PC; Obtain Money/Etc By False Pretenses; Misdemeanor,2025-06-03 16:36,Unknown Unknown,-122.272863,37.8708393
25-01666,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-06-03 17:31,2301 Bancroft Wy,-122.260816,37.868605
25-01618,626: Exclusion Order Issued 647(E): PC; Disorderly Conduct:lodge Wit Owners Consent; Misdemeanor,2025-06-04 8:05,Weill Hall,-122.26323831340244,37.8713331
25-01619,11362.4(C): HS; Smoke/Possess Marijuana By School/Youth Center; Misdemeanor 626: Exclusion Order Issued,2025-06-04 9:58,2214 Bancroft Wy,-122.2650388,37.867854
25-01620,INFO: Information Only Report,2025-06-04 10:06,Sproul Hall,-122.25877388866844,37.8696038
25-01621,647(E): PC; Disorderly Conduct:lodge Without Owners Consent; Misdemeanor 626: Exclusion Order Issued,2025-06-04 12:38,Bauer Wurster Hall,-122.25490130888858,37.87058195
25-01622,Found Prop.: Found Property,2025-06-04 14:18,Social Sciences Building,-122.2579343322098,37.87010825
25-01624,Found Prop.: Found Property SUPP: Supplemental Reports,2025-06-04 16:13,2495 Bancroft Wy,-122.2598545,37.869332
25-01626,626: Exclusion Order Issued,2025-06-04 22:00,Valley Life Science Building,-122.262078,37.871144
25-01631,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor,2025-06-04 22:31,Moffitt Library,-122.2598416,37.873349
25-01627,626: Exclusion Order Issued 647(E): PC; Disorderly Conduct:lodge Wit Owners Consent; Misdemeanor,2025-06-05 7:15,Alumni House,-122.26113980585384,37.8697481
25-01628,Caslty: Injury/Illness,2025-06-05 8:34,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
25-01630,Caslty: Injury/Illness,2025-06-05 11:41,Li Ka Shing Center,-122.265438120222,37.8729723
25-01632,OA-BPD: Outside Assist - BPD *OA-AUTO THEFT: Outside Assist - Auto Th,2025-06-05 13:31,06052025 1220 Hearst Av,-122.2806796372662,37.8722431624068
25-01635,*Found Prop.: Found Property,2025-06-05 16:33,Evans Hall,-122.25768131042068,37.8736211
25-01636,OA-BPD: Outside Assist - BPD *OA-THEFT: Outside Assist - Theft,2025-06-06 0:14,06052025 1400 University Av,-122.28414,37.87002
25-01640,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-06-06 10:53,2301 Bancroft Wy,-122.260816,37.868605
25-01641,Found Prop.: Found Property,2025-06-06 11:23,University Av,-122.30852157395006,37.86571873812008
25-01639,INFO: Information Only Report OA-NON-CRIMINAL: Outside Assist - Non-Criminal,2025-06-06 13:09,1 Centennial Dr,-122.246969,37.879492
25-01638,INFO: Information Only Report,2025-06-06 14:03,Sproul Hall,-122.25877388866844,37.8696038
25-01642,INFO: Information Only Report,2025-06-06 15:58,Hilgard Hall,-122.26344814450144,37.8733962
25-01643,WELFARE: Welfare Check,2025-06-06 18:05,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01644,487(A): PC; Grand Theft:money/Labor/Property; Felony SUPP: Supplemental Reports 11377(A): HS; Possess Controlled Substan Felony 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor,2025-06-06 20:43,Doe Library,-122.259498421875,37.87219215
25-01645,166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 148(A)(1): PC; Obstruct/Resist/Etc Publi Officer/Emergency Med Tech; Misde 11377(A): HS; Possess Controlled Substan Misdemeanor,2025-06-06 21:50,Memorial Glade,-122.259436,37.873221
25-01646,5150: WI; 72 Hour Mental Health Hold;,2025-06-07 2:53,Sproul Hall,-122.25877388866844,37.8696038
25-01677,487(A): PC; Grand Theft:money/Labor/Property; Felony *Burglary,2025-06-07 9:00,1 Centennial Dr,-122.246969,37.879492
25-01647,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-06-07 9:33,06062025 1938 2220 Piedmont Av,-122.255635,37.872407
25-01648,MISC: Miscellaneous Report,2025-06-07 11:53,2111 Bancroft Wy,-122.2668545,37.8678074
25-01654,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-06-07 14:24,2415 Dwight Wy,-122.26055853746672,37.8653537
25-01651,Lost Prop.: Lost Property,2025-06-07 17:35,SAN DIEGO,-122.297864,37.865832
25-01650,Caslty: Injury/Illness,2025-06-07 21:41,1123 Jackson St,-122.272863,37.8708393
25-01652,Civil: Civil Information Report,2025-06-08 3:01,2495 Bancroft Wy,-122.2598545,37.869332
25-01653,DEMO: Demonstration,2025-06-08 17:02,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-01655,12500 (A): VC; Drive Without Licence; Misdemeanor 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction,2025-06-08 22:47,Durant Av,-122.2636587081442,37.86721299757068
25-01656,12500 (A): VC; Drive Without Licence; Misdemeanor 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction,2025-06-08 23:38,Shattuck Av,-122.26630775167496,37.85369625053443
25-01665,2800.1(A): VC; Evading Peace Officer; Misdemeanor 5200 (a): VC; Improper Display of Licens Plates; Infraction,2025-06-10 0:42,2116 Allston Wy,-122.2672305,37.8694176
25-01670,PRODAM: Property Damage,2025-06-10 12:31,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-01669,14601.2(A): VC; Driving W/Lic Susp/Revoked For Dui Violation; Misdemeanor 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction 13002(A): HS; Throw Flaming Substance Fr Vehicle; Misdemeanor 22651(o)(1): VC; Stored Vehicle-Registra Expired Over 6 Months; Infraction,2025-06-10 13:57,Warring St,-122.25066450399775,37.86692741880975
25-01672,OA-NON-CRIMINAL: Outside Assist - Non-Criminal INFO: Information Only Report *Suspected Child Abuse,2025-06-10 16:31,Unknown El Cerrito Ca,,
25-01673,Caslty: Injury/Illness,2025-06-11 1:14,2495 Bancroft Wy,-122.2598545,37.869332
25-01675,INFO: Information Only Report,2025-06-11 8:30,2451 Hearst Av,-122.26240549494948,37.87467506060607
25-01674,12500 (A): VC; Drive Without Licence; Misdemeanor 4000 (a)(1): VC; No Registration: Vehicle/Trailer/Etc; Infraction 16028 (A): VC; Failure to Provide Financ Responsibility; Infraction 26710: VC; Operate Vehicle With Defectiv Windshield/Rear Window; Infraction,2025-06-11 9:53,Adeline St,-122.268448642717,37.85695208890569
25-01676,Caslty: Injury/Illness,2025-06-11 11:58,911 Sunset Dr,-122.272863,37.8708393
25-01678,WELFARE: Welfare Check,2025-06-11 16:08,4165 Clarinbridge Circle,-122.272863,37.8708393
25-01682,487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-06-11 18:00,2301 Bancroft Wy,-122.260816,37.868605
25-01680,602(L)(2): PC; Tresp Dmg/Dest Postd Sign; Misdemeanor 415.5(A)(1): PC; Fight/Challenge Fight A School/University/Etc; Misdemeanor,2025-06-11 18:39,1123 Jackson St,-122.272863,37.8708393
25-01727,Lost Prop.: Lost Property,2025-06-12 0:00,Giannini Hall,-122.26226332170472,37.8734437
25-01685,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-06-12 3:30,Hearst Mining Building 154,-122.257164,37.874153
25-01681,OA-BPD: Outside Assist - BPD OA-BATTERY: Outside Assist - Battery,2025-06-12 8:33,Bancroft Wy,-122.28565157020569,37.86528873030079
25-01762,PRODAM: Property Damage,2025-06-12 9:10,1301 S 46th St,-122.272863,37.8708393
25-01690,PRODAM: Property Damage,2025-06-12 10:53,LBNL15,-122.272863,37.8708393
25-01684,INFO: Information Only Report,2025-06-12 15:22,Unknown Unknown Location,-122.272863,37.8708393
25-01688,OA-NON-CRIMINAL: Outside Assist - Non-Criminal,2025-06-12 19:00,Oakland CA Inactive 6132025,-122.272863,37.8708393
25-01686,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2025-06-12 22:55,Peoples Park Housing Construction Site,-122.272863,37.8708393
25-01687,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-06-13 6:14,1005 Sixth St,-122.3022287,37.8829034
25-01702,Lost Prop.: Lost Property,2025-06-14 10:00,Tan Hall,-122.25645027921992,37.87309405
25-01707,OA-BPD: Outside Assist - BPD *Suspected Child Abuse,2025-06-14 12:00,Berkeley Ca,-122.27054,37.86988
25-01692,242: PC; Battery On Person; Misdemeanor *Aggravated Assault,2025-06-14 20:31,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-01693,Found Prop.: Found Property,2025-06-14 23:38,2001 Gayley Rd,-122.25611709380318,37.87475781058154
25-01694,WELFARE: Welfare Check,2025-06-15 3:53,675 Kula Gulf Wy,-122.3033197,37.883893
25-01700,Lost Prop.: Lost Property,2025-06-15 6:26,Campus Unspecified Campus Location,-122.272863,37.8708393
25-01695,314(1): PC; Indecent Exposure; Misdemeanor 626: Exclusion Order Issued,2025-06-15 15:27,2495 Bancroft Wy,-122.2598545,37.869332
25-01696,WELFARE: Welfare Check,2025-06-15 15:42,2661 Plymouth Way,-122.272863,37.8708393
25-01697,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-06-15 19:41,335 Ohlone Av,-122.272863,37.8708393
25-01731,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2025-06-16 5:45,1051 Monroe St,-122.272863,37.8708393
25-01698,Caslty: Injury/Illness,2025-06-16 9:56,605 Ohlone Av,-122.272863,37.8708393
25-01699,Found Prop.: Found Property,2025-06-16 10:14,Campus Unspecified Campus Location,-122.272863,37.8708393
25-02030,Lost Prop.: Lost Property,2025-06-16 12:00,Sproul Hall,-122.25877388866844,37.8696038
25-02825,532(A): PC; Obtain Money/Etc By False Pretenses [over $400]; Felony,2025-06-16 12:00,Campus Unspecified,-122.288608,37.868541
25-01701,Found Prop.: Found Property,2025-06-16 12:57,Campus Unspecified Campus Location,-122.272863,37.8708393
25-01703,INFO: Information Only Report SUPP: Supplemental Reports 381(B): PC; Possess/Etc Substance Simil Toluene; Misdemeanor,2025-06-16 16:39,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01704,Caslty: Injury/Illness,2025-06-16 20:20,2301 Bancroft Wy,-122.260816,37.868605
25-01705,INFO: Information Only Report,2025-06-16 21:44,Unknown Unknown,-122.272863,37.8708393
25-01710,PRODAM: Property Damage,2025-06-17 13:30,1110 Jackson St,-122.272863,37.8708393
25-01712,SUPP: Supplemental Reports 487(A): PC; Grand Theft:money/Labor/Property; Felony,2025-06-17 14:43,67 Centennial Dr,-122.2428886,37.8775666
25-01709,Found Prop.: Found Property,2025-06-17 16:26,Campus Unspecified Campus Location,-122.272863,37.8708393
25-01708,381(B): PC; Possess/Etc Substance Similar To Toluene; Misdemeanor 5150: WI; 72 Hour Mental Health Hold;,2025-06-17 16:46,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01716,Lost Prop.: Lost Property,2025-06-17 18:15,Unknown,-122.272863,37.8708393
25-01711,Found Prop.: Found Property *314 PC: Indecent Exposure *06/17/2025 * *Missing Person *06/17/2025 *1,2025-06-17 19:39,2495 Bancroft Wy,-122.2598545,37.869332
25-01747,4463 (A): VC; Forge/Alter Vehicle Registration/Etc; Felony,2025-06-18 0:07,1 Cyclotron Rd,-122.25346345559628,37.874931643733575
25-01715,Found Prop.: Found Property,2025-06-18 9:51,Unknown Unknown,-122.272863,37.8708393
25-01719,415(1): PC; Fight/Challenge Fight Public Place; Misdemeanor,2025-06-18 12:15,Valley Life Science Building,-122.262078,37.871144
25-01836,Lost Prop.: Lost Property,2025-06-18 13:00,2220 Piedmont Av,-122.25286288751197,37.87097791199431
25-01717,WELFARE: Welfare Check,2025-06-18 14:52,2424 Haste St,-122.25966220370196,37.86568885
25-01754,594(A)(1): PC; Vandalism:deface Property; Felony,2025-06-19 0:30,Koshland Hall,-122.26488980375233,37.87392285
25-01718,WELFARE: Welfare Check,2025-06-19 3:25,2299 Piedmont Av,-122.2519432,37.8697156
25-01720,647(H): PC; Disorderly Conduct:loiter/Etc Private Property; Misdemeanor,2025-06-19 9:44,Koshland Hall,-122.26488980375233,37.87392285
25-01721,242: PC; Battery On Person; Misdemeanor,2025-06-19 11:15,Valley Life Science Building,-122.262078,37.871144
25-01726,Lost Prop.: Lost Property,2025-06-19 14:15,Haz Mat Facility,-122.272863,37.8708393
25-01723,INFO: Information Only Report,2025-06-19 16:43,2301 Bancroft Wy,-122.260816,37.868605
25-01724,Caslty: Injury/Illness,2025-06-19 20:26,715 Kinkead Wy,-122.272863,37.8708393
25-01725,626: Exclusion Order Issued *653 X(A): Annoying/Etc Calls to 911,2025-06-20 3:25,Wheeler Hall,-122.25917403060896,37.87132175
25-01729,INFO: Information Only Report,2025-06-20 11:52,Haas Pavilion,-122.26220609544905,37.86939045
25-01752,594(A)(1): PC; Vandalism:deface Property; Misdemeanor,2025-06-20 12:00,2309 Haste St,-122.262837,37.865683
25-01728,INFO: Information Only Report OA-BPD: Outside Assist - BPD OA-ASSAULT: Outside Assist - Assault *Aggravated Assault,2025-06-20 12:29,06202025 1100 2398 Telegraph Av,-122.2590947665617,37.8682597013377
25-01732,Caslty: Injury/Illness,2025-06-20 13:54,Mulford Hall,-122.26429165961542,37.87268705
25-01733,OA-NON-CRIMINAL: Outside Assist - Non-Criminal *Suspected Child Abuse,2025-06-20 13:58,6700 block of Richmond Ave,-122.272863,37.8708393
25-01734,WELFARE: Welfare Check,2025-06-20 15:45,2520 Channing Wy,-122.25740262790698,37.86703251162791
25-01782,Lost Prop.: Lost Property,2025-06-20 17:20,Gilman Hall,-122.25633760048098,37.87267645
25-02240,Lost Prop.: Lost Property,2025-06-21 0:00,Dwinelle Hall,-122.2607432628604,37.8707285
25-01737,626.6(A): PC; Nnstdnt Refuse Leave Univ; Misdemeanor 626: Exclusion Order Issued,2025-06-21 1:11,Wheeler Hall,-122.25917403060896,37.87132175
25-01739,Caslty: Injury/Illness,2025-06-21 14:10,2301 Bancroft Wy,-122.260816,37.868605
25-01740,Caslty: Injury/Illness,2025-06-21 14:37,Lower Fire Tr,-122.272863,37.8708393
25-01768,484(A): PC; Theft Of Personal Property; Misdemeanor,2025-06-21 16:00,1051 Monroe St,-122.272863,37.8708393
25-01742,WELFARE: Welfare Check,2025-06-21 17:23,715 Kinkead Wy,-122.272863,37.8708393
25-01743,Dead Animal: Dead Animal,2025-06-22 14:30,Upper Sproul Plaza,-122.25940006990032,37.8695157
25-01744,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor *Rec-Stolen: Recovered Stolen Vehicle,2025-06-22 20:43,Evans Hall,-122.25768131042068,37.8736211
25-01746,FIRE: Fire,2025-06-23 6:01,Sather Gate,-122.259509,37.8702403
25-01748,Caslty: Injury/Illness,2025-06-23 10:14,Doe Library,-122.259498421875,37.87219215
25-01750,Found Prop.: Found Property,2025-06-23 10:53,Campus Unspecified,-122.288608,37.868541
25-01755,Found Prop.: Found Property,2025-06-23 10:53,Campus Unspecified,-122.288608,37.868541
25-01751,Found Prop.: Found Property,2025-06-23 10:54,Minor Hall,-122.25473783871234,37.8715126
25-01753,Found Prop.: Found Property,2025-06-23 14:18,2495 Bancroft Wy,-122.2598545,37.869332
25-01756,WELFARE: Welfare Check,2025-06-23 15:39,715 Kinkead Wy,-122.272863,37.8708393
25-01759,484(A): PC; Petty Theft; Misdemeanor,2025-06-23 15:53,McCone Hall,-122.25970862318384,37.87412275
25-01760,Caslty: Injury/Illness,2025-06-23 20:10,685 Liberty Ship Wy,-122.272863,37.8708393
25-01761,12500 (A): VC; Drive Without Licence; Misdemeanor,2025-06-23 21:31,University Av,-122.30852157395006,37.86571873812008
25-02023,470(D): PC; Forgery:false Checks/Records/Certificates/Etc; Felony,2025-06-24 6:16,1608 Fourth St,-122.30222713682431,37.8731658
25-01763,626: Exclusion Order Issued 415.5(A)(2): PC; Loud/Unreasonable Noise Within University/Etc; Misdemeanor,2025-06-24 10:49,Dwinelle Hall,-122.2607432628604,37.8707285
25-01765,626: Exclusion Order Issued 647(E): PC; Disorderly Conduct:lodge Wit Owners Consent; Misdemeanor,2025-06-24 11:44,Hellman Tennis Center,-122.26505215650153,37.86996855
25-01764,"OUT WRTM: Other Agency Warrant, Misd 11377(A): HS; Possess Controlled Substan Misdemeanor 166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 978.5: PC; Bench Warrant/Failure To Appe On Misdemeanor Charge; Misdemeanor",2025-06-24 11:49,2539 Durant Av,-122.25731797740832,37.8682969
