Case #,Crime,Occurred (Averaged),Location,lon,lat
22-01267,594 (A)(1): PC; Maliciously Deface W/Paint/Etc; Felony,2022-06-14 18:30,Faculty Club Faculty Club,,
22-01268,INFO: Information Only Report,2022-06-14 17:08,2222 Bancroft Wy,,
22-01269,242: PC; Battery (M); Misdemeanor,2022-06-14 20:44,Lower Sproul Plaza Lower Sproul Plaza Rev 090418,,
22-01270,459: PC; Burglary: Second Degree; Felony Scanned: Add Scanned Documents to Report,2022-06-15 11:45,Weill Hall,,
22-01271,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony Scanned: Add Scanned Documents to Report,2022-06-14 15:15,2151 Berkeley Wy,,
22-01272,242: PC; Battery (M); Misdemeanor Scanned: Add Scanned Documents to Report,2022-06-15 14:31,Peoples Park Peoples Park,,
22-01273,242: PC; Battery (M); Misdemeanor,2022-06-15 16:46,Lower Sproul Plaza Lower Sproul Plaza,,
22-01274,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony Scanned: Add Scanned Documents to Report,2022-06-15 18:15,2415 Bowditch St,,
22-01275,Caslty: Injury/Illness,2022-06-16 00:50,Upper Sproul Plaza Upper Sproul Plaza,,
22-01276,RULES: Rules Violation 626: Exclusion Order Issued Scanned: Add Scanned Documents to Report,2022-06-16 10:20,2495 Bancroft Wy,,
22-01277,PRODAM: Property Damage,2022-06-16 10:02,LBNL59 LBNL59,,
22-01278,22106: VC; Start Parked Vehicle/Unsafe Backing On Hy; Infraction Scanned: Add Scanned Documents to Report,2022-06-16 13:03,LBNL65 LBNL65,,
22-01279,626.6 (A): PC; Nonstudent Refuse to Leave Campus; Misdemeanor,2022-06-16 12:43,2495 Bancroft Wy,,
22-01280,OA-OTHER CRIME: Outside Assist - Other Crime Scanned: Add Scanned Documents to Report,2022-06-16 14:51,East 38th Street,,
22-01281,485: PC; Appropriate Lost Property; Misdemeanor,2022-06-15 22:54,2301 Bancroft Wy,,
22-01282,Found Prop.: Found Property,2022-06-16 15:23,Sproul Hall,,
22-01283,484 (A): PC; Petty Theft; Misdemeanor,2022-06-16 15:21,Doe Library Doe Library,,
22-01284,Caslty: Injury/Illness,2022-06-16 20:22,2001 Gayley Rd,,
22-01285,Caslty: Injury/Illness,2022-06-16 23:23,Spieker Plaza Spieker Plaza Rev 090418,,
22-01286,"11364.1 (A): HS; Possess Unlawful Paraphernalia; Misdemeanor OUT WRTM: Other Agency Warrant, Misd Scanned: Add Scanned Documents to Report",2022-06-17 03:20,Liberty Ship Wy,,
22-01287,626.6 (A): PC; Nonstudent Refuse to Leave Campus; Misdemeanor,2022-06-17 11:37,2495 Bancroft Wy,,
22-01288,487 (A): PC; Grand Theft:money/Labor/Property Over $950; Felony Scanned: Add Scanned Documents to Report,2022-04-28 08:00,California Hall,,
22-01289,11364: HS; Possess Controlled Substance Paraphernalia; Misdemeanor 626.6: PC; Nonstudent Refuse to Leave Campus (Amended); Misdemeanor,2022-06-17 15:05,2495 Bancroft Wy,,
22-01290,Civil: Civil Information Report,2022-06-15 14:00,UNKNOWN Unknown Location,,
22-01291,INFO: Information Only Report,2022-06-16 15:30,Golden Bear Rec Center CKC25,,
22-01292,484 (A): PC; Petty Theft; Misdemeanor,2022-06-15 15:00,2299 Piedmont Av,,
22-01293,Found Prop.: Found Property,2022-06-17 14:20,Campus Campus,,
22-01294,Civil: Civil Information Report SUPP: Supplemental Reports,2022-06-17 18:00,Li Ka Shing Center Li Ka Shing Center,,
22-01295,INFO: Information Only Report,2022-06-17 23:55,Sproul Hall,,
22-01296,594: PC; Malicious Mischief/Vandalism; Misdemeanor,2022-06-17 07:23,2309 Haste St,,
22-01297,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-06-18 09:47,Minor Hall,,
22-01298,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2022-06-17 21:59,Memorial Stadium Memorial Stadium,,
22-01299,PRODAM: Property Damage,2022-06-18 15:44,Blackberry Canyon Gate Blackberry Canyon Gate,,
22-01300,Caslty: Injury/Illness,2022-06-18 19:43,Morrison Hall,,
22-01301,5150: WI; 72 Hour Mental Health Hold; Scanned: Add Scanned Documents to Report,2022-06-18 22:34,Sproul Hall,,
22-01304,OA-OTHER CRIME: Outside Assist - Other Crime Scanned: Add Scanned Documents to Report,2022-06-18 17:13,Unkown  Rev 090418,,
22-01302,273.5 (A): PC; Inflict Corporal Injury On Spouse/Cohabitant; Felony Scanned: Add Scanned Documents to Report,2022-06-19 05:58,500 block Ohlone Av,,
22-01303,487 (A): PC; Grand Theft:money/Labor/Property Over $950; Felony Scanned: Add Scanned Documents to Report,2022-06-09 17:00,540 Red Oak Av,,
22-01305,5150: WI; 72 Hour Mental Health Hold; Scanned: Add Scanned Documents to Report,2022-06-20 04:30,Sproul Hall,,
22-01306,MISC: Miscellaneous Report,2022-06-20 14:30,Sproul Hall,,
22-01307,INFO: Information Only Report,2022-06-20 19:33,2299 Piedmont Av,,
22-01308,INFO: Information Only Report,2022-06-20 20:54,Oxford Ln,,
22-01309,594: PC; Malicious Mischief/Vandalism; Misdemeanor,2022-06-14 04:12,2451 Hearst Av,,
22-01310,459: PC; Burglary: Second Degree; Felony 11364: HS; Possess Controlled Substance Paraphernalia; Misdemeanor 626: Exclusion Order Issued SUPP: Supplemental Reports Scanned: Add Scanned Documents to Report,2022-06-20 00:01,Zellerbach Hall,,
22-01311,Lost Prop.: Lost Property,2022-06-21 09:23,2624 Piedmont Av,,
22-01312,594: PC; Malicious Mischief/Vandalism; Misdemeanor,2022-06-21 12:45,Peoples Park Peoples Park,,
22-01313,PRODAM: Property Damage,2022-06-21 21:17,2227 Piedmont Av,,
22-01314,INFO: Information Only Report,2022-06-19 10:55,2301 Bancroft Wy,,
22-01315,"OUT WRTM: Other Agency Warrant, Misd 11377 (A): HS; Possess Controlled Substance; Misdemeanor 11364 (A): HS; Possess Unlawful Paraphernalia (Renumbered); Misdemeanor Scanned: Add Scanned Documents to Report",2022-06-22 18:24,Haste St,,
22-01316,OA-BPD: Outside Assist - BPD,2022-06-22 18:41,2601 Warring St,,
22-01317,Scanned: Add Scanned Documents to Report OA-OTHER CRIME: Outside Assist - Other Crime,2022-06-22 15:00,3200 Klose St,,
22-01318,*594: PC; Malicious mischief,2022-06-22 22:15,Evans Hall,,
22-01319,*594: PC; Malicious mischief 314: PC; Indecent exposure 484: PC; Petty theft,2022-06-22 13:22,Sather Tower Anthropology and Art Practice building Peopless Park Rev 090418,,
22-01320,Caslty: Injury/Illness,2022-06-23 03:13,2601 Warring St,,
22-01321,INFO: Information Only Report,2022-06-23 05:02,2121 Berkeley Wy,,
22-01322,Civil: Civil Information Report,2021-07-01 12:45,2121 Berkeley Wy,,
22-01323,484 (A): PC; Petty Theft; Misdemeanor Scanned: Add Scanned Documents to Report,2022-06-23 11:40,2495 Bancroft Wy,,
22-01324,594 (A): PC; Vandalism [under $1000]; Misdemeanor,2022-06-23 14:52,2465 Bancroft Wy,,
22-01325,470 (D): PC; Forgery:false Checks/Records/Certificates/Etc; Felony,2022-06-23 00:00,1608 Fourth St,,
22-01326,SCAR: Suspected Child Abuse Report,2022-06-23 17:01,off campus,,
22-01327,594: PC; Malicious Mischief/Vandalism; Misdemeanor,2022-06-23 02:45,2495 Bancroft Wy,,
22-01328,PRODAM: Property Damage,2022-06-23 12:58,1301 S 46th St,,
22-01329,487 (A): PC; Grand Theft:money/Labor/Property Over $950; Felony SUPP: Supplemental Reports,2022-06-12 06:33,Dwinelle Lot,,
22-01330,FIRE: Fire,2022-06-24 15:33,Witter Field Witter Field,,
22-01331,INFO: Information Only Report,2022-06-24 13:00,Strawberry Canyon Recreation Area Strawberry Canyon Recreation Area,,
22-01332,INFO: Information Only Report,2022-06-24 18:04,2495 Bancroft Wy,,
22-01333,459: PC; Burglary: Second Degree; Felony,2022-06-24 09:40,2495 Bancroft Wy,,
22-01334,594 (B)(2)(A): PC; Vandalism Less Than $400; Misdemeanor,2022-06-25 01:06,Lower Sproul Plaza Lower Sproul Plaza,,
22-01335,415: PC; Disturb The Peace; Misdemeanor WELFARE: Welfare Check,2022-06-25 05:18,555 Ohlone Av,,
22-01336,PRODAM: Property Damage,2022-06-25 05:56,2205 Piedmont Av,,
22-01337,SUPP: Supplemental Reports WELFARE: Welfare Check 314: PC; Indecent Exposure,2022-06-25 18:50,Alumni House Alumni House Upper Sproul Plaza Rev 090418,,
22-01338,OA-NON-CRIMINAL: Outside Assist - Non-Criminal,2022-06-26 03:32,College Av,,
22-01339,664/459: PC; Attempted Burglary: First Degree; Felony,2022-06-12 12:00,2223 Fulton St,,
22-01340,MISC: Miscellaneous Report,2022-06-26 14:58,Peoples Park Peoples Park,,
22-01341,Caslty: Injury/Illness,2022-06-26 16:38,209 Frank Schlessinger Wy,,
22-01342,Caslty: Injury/Illness,2022-06-26 20:38,LHS Vista Lot,,
22-01343,664/484: PC; Attempted Petty Theft; Misdemeanor,2022-06-27 00:09,1301 S 46th St,,
22-01345,487 (A): PC; Grand Theft:money/Labor/Property Over $950; Felony Scanned: Add Scanned Documents to Report,2021-11-02 12:00,Hildebrand Hall,,
22-01346,Caslty: Injury/Illness,2022-06-27 10:11,Wheeler Hall,,
22-01347,626: Exclusion Order Issued 594: PC; Malicious Mischief/Vandalism; Misdemeanor Scanned: Add Scanned Documents to Report,2022-06-27 16:59,7 Gauss Wy,,
22-01348,INFO: Information Only Report,2022-06-27 19:40,2601 Warring St,,
22-01350,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 10852: VC; Tamper With Vehicle; Misdemeanor Scanned: Add Scanned Documents to Report,2022-06-26 11:57,2645 Haste St,,
22-01351,10852: VC; Tamper With Vehicle; Misdemeanor,2022-06-28 00:20,2645 Haste St,,
22-01352,530.5 (E): PC; Mail Theft; Misdemeanor 484 G: PC; Theft By Use of Access Card Information; Misdemeanor,2022-06-24 21:00,600 Gooding Wy,,
22-01353,Lost Prop.: Lost Property,2022-06-25 00:00,Morgan Hall,,
22-01354,Caslty: Injury/Illness,2022-06-28 14:22,Womens Faculty Club Womens Faculty Club,,
22-01355,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony Scanned: Add Scanned Documents to Report,2022-06-28 03:00,Ohlone Av,,
22-01356,INFO: Information Only Report,2022-06-28 14:55,Stanley Hall,,
22-01358,484 (A): PC; Theft; Felony,2022-06-26 19:00,555 Ohlone Av,,
22-01359,664 /211: PC; Attempted Robbery; Felony SUPP: Supplemental Reports 484 (A): PC; Theft; Felony,2022-06-04 15:45,Spieker Plaza Spieker Plaza Zellerbach Hall,,
22-01360,626: Exclusion Order Issued Scanned: Add Scanned Documents to Report,2022-06-29 01:45,Tenth St,,
22-01361,242: PC; Battery (M); Misdemeanor,2022-06-29 09:00,Peoples Park Peoples Park,,
22-01362,OA-DV: Outside Assist - Domestic Violence INFO: Information Only Report,2022-06-28 22:41,5600 block MLK JR Wy,,
22-01363,236: PC; False Imprisonment; Felony 422: PC; Threaten Crime W/Intent to Terrorize; Felony,2022-06-29 13:05,2495 Bancroft Wy,,
22-01364,INFO: Information Only Report,2022-06-29 13:00,2465 Bancroft Wy,,
22-01365,314: PC; Indecent Exposure; Misdemeanor,2022-06-29 14:10,Dwinelle Hall,,
22-01366,"647 (H): PC; Disorderly Conduct:loiter,prowl private prop w/o lawful business;",2022-06-29 17:15,GPB Garage GPB Garage,,
22-01368,148.4 (A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2022-06-29 18:22,Valley Life Science Building Valley Life Science Building,,
22-01369,Scanned: Add Scanned Documents to Report **Injury/illness,2022-06-29 19:04,67 Centennial Dr,,
22-01370,SUPP: Supplemental Reports Deceased: Deceased Person Scanned: Add Scanned Documents to Report,2022-06-29 21:12,Bancroft Wy,,
22-01371,22651 (D): VC; Towed For Blocking Driveway; ** - manually updated,2022-06-29 19:49,305 West End Wy,,
22-01372,148.4 (A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2022-06-30 07:48,Valley Life Science Building Valley Life Science Building,,
22-01373,SUPP: Supplemental Reports 374: PC; Littering Waste Matter; Misdemeanor 314: PC; Indecent Exposure; Felony,2022-06-30 09:31,Strawberry Canyon Center Strawberry Canyon Landscape Services,,
22-01374,INFO: Information Only Report,2022-06-29 15:30,1 Centennial Dr,,
22-01375,602 (M): PC; TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT; Misdemeanor Scanned: Add Scanned Documents to Report,2022-06-30 10:42,University Village UVA,,
22-01377,INFO: Information Only Report,2022-06-30 07:20,1 Cyclotron Rd,,
22-01378,UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd 626: Exclusion Order Issued FIRE: Fire Scanned: Add Scanned Documents to Report,2022-06-30 17:26,University Village UVA,,
22-01379,11364: HS; Possess Controlled Substance Paraphernalia; Misdemeanor 1203.2: PC; Probation Violation:rearrest/Revoke [state Specific Crime]; N SUPP: Supplemental Reports,2022-06-30 21:42,2626 Bancroft Wy,,
22-00399,SUPP: Supplemental Reports 273.5 (A): PC; Inflict Corporal Injury On Spouse/Cohabitant Scanned: Add Scanned Documents to Report,2022-03-01 02:04,2500 block Channing Wy,,
22-00401,Lost Prop.: Lost Property,2022-02-15 11:30,Bauer Wurster Hall,,
22-00402,WELFARE: Welfare Check,2022-03-01 15:43,2035 Hearst Av,,
22-00403,Found Prop.: Found Property,2022-03-01 16:36,Haas Pavilion Haas Pavilion,,
22-00404,242: PC; Battery,2022-03-01 18:22,Peoples Park Peoples Park,,
22-00405,Civil: Civil Information Report 530.5 (A): PC; Get Credit/Etc Other's Id,2022-03-01 15:18,Upper Sproul Pz Upper Sproul Plaza Campus Rev 090418,,
22-00406,FIRE: Fire,2022-03-02 00:37,2424 Haste St,,
22-00407,INFO: Information Only Report Scanned: Add Scanned Documents to Report,2022-03-02 01:04,2601 Warring St,,
22-00409,22350: VC; Speeding,2022-03-02 09:22,Centennial Dr,,
22-00410,Caslty: Injury/Illness,2022-03-02 11:39,2301 Bancroft Wy,,
22-00411,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-03-02 10:05,Valley Life Science Building Valley Life Science Building,,
22-00412,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-03-01 13:30,BancroftFulton East Parking Lot,,
22-00414,Civil: Civil Information Report,2022-03-02 15:31,OBrien Hall,,
22-00415,OABPD: Outside Assist - BPD,2022-03-02 13:55,2100 Allston Wy,,
22-00416,Lost Prop.: Lost Property,2022-02-14 11:30,2220 Piedmont Av,,
22-00417,242: PC; Battery,2022-03-02 16:59,Peoples Park Peoples Park,,
22-00418,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-03-02 21:05,Lower Sproul Pz Lower Sproul Plaza,,
22-00419,Caslty: Injury/Illness,2022-03-02 22:54,Sproul Hall,,
22-00420,415.5 (A)(2): PC; Loud/Unreasonable Noise College/University RULES: Rules Violation,2022-03-03 02:27,555 Ohlone Av,,
22-00421,664/459: PC; Attempted Burglary: First Degree Scanned: Add Scanned Documents to Report,2022-03-03 05:25,2601 Warring St,,
22-00422,Lost Prop.: Lost Property,2022-02-23 08:00,Physics Building Physics Building South,,
22-00423,OA-OTHER CRIME: Outside Assist - Other Crime,2022-03-03 12:27,3200 Regatta Bl E Regatta Building,,
22-00424,INFO: Information Only Report,2022-03-03 12:32,Telegraph Av,,
22-00425,INFO: Information Only Report,2022-03-03 14:31,Evans Hall,,
22-00426,484 G: PC; Theft By Use of Access Card Information INFO: Information Only Report,2022-02-16 12:00,Minor Hall,,
22-00427,459V: PC; Burglary Vehicle,2022-03-03 12:00,2309 Haste St,,
22-00428,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-03 14:00,Moffitt Library Moffitt Library,,
22-00429,594 (A)(1): PC; Maliciously Deface W/Paint/Etc 594.1 (E): PC; Minor Possess Spray Paint (Amended) Scanned: Add Scanned Documents to Report,2022-03-03 18:04,Lower Sproul Garage Lower Sproul Garage,,
22-00430,22651(n): VC; Posted Tow Away Zone Scanned: Add Scanned Documents to Report,2022-03-03 17:00,1000 Sixth St,,
22-00431,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-03 17:00,Evans Hall,,
22-00432,Caslty: Injury/Illness,2022-03-03 23:45,1040 Jackson St,,
22-00433,Caslty: Injury/Illness,2022-03-03 23:48,Upper Sproul Pz Upper Sproul Plaza Rev 090418,,
22-00434,Caslty: Injury/Illness,2022-03-04 03:46,1898 Le Roy Av,,
22-00435,602 (M): PC; TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT,2022-03-04 08:41,2520 Channing Wy,,
22-00437,Lost Prop.: Lost Property,2022-03-01 00:25,Campus Campus,,
22-00438,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-02-24 16:37,2650 Haste St,,
22-00440,647 (F): PC; Disorderly Conduct:intox Drug With Alcohol Caslty: Injury/Illness,2022-03-05 13:46,Stanley Hall,,
22-00441,415: PC; Disturb The Peace,2022-03-05 20:03,2400 Durant Av,,
22-00442,"OUT WRTM: Other Agency Warrant, Misd",2022-03-06 01:02,2424 Channing Wy,,
22-00443,SUPP: Supplemental Reports 243 (D): PC; Battery W/Serious Bodily Injury 242: PC; Battery,2022-03-06 02:30,2601 Warring St,,
22-00444,594: PC; Malicious Mischief/Vandalism,2022-03-05 23:45,Anthropology  Art Practice Building AAPB,,
22-00445,Caslty: Injury/Illness,2022-03-06 10:52,2601 Warring St,,
22-00446,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-05 15:00,435 Gooding Wy,,
22-00447,Found Prop.: Found Property,2022-03-06 17:23,Valley Life Science Building VLSB,,
22-00448,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-03-06 17:02,Dwinelle Hall,,
22-00449,Caslty: Injury/Illness,2022-03-06 19:04,2650 Haste St,,
22-00450,SUPP: Supplemental Reports INFO: Information Only Report 10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-03-06 21:52,Haas Pavilion Haas Pavilion Rev 090418,,
22-00451,*OA: Outside Assist,2022-03-07 04:05,Durant Av,,
22-00452,Found Prop.: Found Property,2022-03-07 03:49,Sproul Hall,,
22-00453,594: PC; Malicious Mischief/Vandalism,2022-03-07 00:44,2645 Haste St,,
22-00454,Caslty: Injury/Illness,2022-03-07 10:04,Hildebrand Hall,,
22-00455,487 (A): PC; Grand Theft:money/Labor/Property Over $950,2022-03-06 22:20,Evans Diamond Evans Diamond,,
22-00456,594: PC; Malicious Mischief/Vandalism,2022-02-13 06:24,1898 Le Roy Av,,
22-00457,664/459V: PC; Attempt: Vehicle Burglary 422: PC; Threaten Crime W/Intent to Terrorize,2022-03-07 13:51,2520 Channing Wy,,
22-00458,Rec-Stolen: Recovered Stolen Vehicle Scanned: Add Scanned Documents to Report,2022-03-07 14:19,540 Red Oak Av,,
22-00459,HAZMAT: Hazardous Condition,2022-03-07 16:40,Latimer Hall,,
22-00460,Caslty: Injury/Illness,2022-03-07 17:48,Minor Hall,,
22-00461,OA-SEX ASSAULT: Outside Assist - Sexual Assault,2021-08-02 08:00,2500 block Hillegass Av,,
22-00462,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report ** - VAWA protection *** - manually added,2022-03-07 17:00,Dwinelle Hall,,
22-00463,FIRE: Fire,2022-03-08 03:35,Peoples Park Peoples Park,,
22-00464,Caslty: Injury/Illness,2022-03-08 08:38,West Circle,,
22-00465,INFO: Information Only Report,2022-03-08 08:56,North Sproul Lot,,
22-00466,11364: HS; Possess Controlled Substance Paraphernalia 626: Exclusion Order Issued,2022-03-08 09:53,2650 Durant Av,,
22-00467,Found Prop.: Found Property,2022-03-08 11:20,Campus Campus,,
22-00468,484 (A): PC; Theft,2022-02-16 12:00,Barker Hall,,
22-00469,415 (3): PC; Offensive Words In Public Pl,2022-03-08 14:30,2222 Bancroft Wy,,
22-00470,FIRE: Fire,2022-03-08 17:37,2535 Channing Wy,,
22-00471,Lost Prop.: Lost Property 484: PC; Petty Theft,2022-03-06 15:59,Stanley Hall,,
22-00472,242: PC; Battery SUPP: Supplemental Reports,2022-03-09 10:00,2441 Haste St,,
22-00473,Lost Prop.: Lost Property,2021-12-29 12:55,Valley Life Science Building Valley Life Science Building,,
22-00474,FIRE: Fire,2022-03-09 15:24,University Village UVA,,
22-00475,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,,2223 Fulton St,,
22-00477,Caslty: Injury/Illness,2022-03-09 18:02,Law Building Law Building,,
22-00478,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-03-09 14:45,2223 Fulton St,,
22-00479,5150: WI; 72 Hour Mental Health Hold,2022-03-09 19:32,Spieker Pz Spieker Plaza,,
22-00480,"647 (H): PC; Disorderly Conduct:loiter,prowl private prop w/o lawful business 626: Exclusion Order Issued",2022-03-09 23:25,North Sproul Lot,,
22-00481,Civil: Civil Information Report *Stalking,2022-03-10 04:16,2415 Dwight Wy,,
22-00482,FIRE: Fire,2022-03-10 09:06,Gill Tract Gill Tract,,
22-00483,Lost Prop.: Lost Property,2020-03-01 12:00,2220 Piedmont Av,,
22-00484,INFO: Information Only Report,2022-03-08 23:58,Barker Hall,,
22-00485,484 (A): PC; Theft,2022-03-10 14:55,Sproul Plaza,,
22-00486,"484 (A): PC; Theft 1203.2: PC; Probation Violation:rearrest/Revoke [state Specific Crime] 148.9 (A): PC; False Identification to Police Officer 11364: HS; Possess Controlled Substance Paraphernalia OUT WRTF: Other Agency Warrant, Fel Scanned: Add Scanned Documents to Report SUPP: Supplemental Reports",2022-03-10 17:25,2495 Bancroft Wy,,
22-00487,484 (A): PC; Theft,2022-03-10 15:30,2530 Ridge Rd,,
22-00488,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-10 12:34,Evans Hall,,
22-00497,646.9: PC; Stalking 261: PC; Rape:not Specified,2019-10-10 00:00,Peoples Park Peoples Park Rev 090418,,
22-00489,Caslty: Injury/Illness,2022-03-11 00:35,Sproul Hall,,
22-00490,Caslty: Injury/Illness Scanned: Add Scanned Documents to Report,2022-03-11 02:31,Upper Sproul Pz Upper Sproul Plaza,,
22-00491,FIRE: Fire,2022-03-11 08:15,Gill Tract Gill Tract,,
22-00492,664: PC; Attempt Crime [state Specific Crime] 532 (A): PC; Obtain Money/Etc By False Pretenses,2022-03-10 15:43,Campus Campus,,
22-00493,484 (A): PC; Petty Theft,2022-02-21 14:59,Bauer Wurster Hall,,
22-00494,532 (A): PC; Obtain Money/Etc By False Pretenses [over $950],2022-01-05 00:00,2650 Durant Av,,
22-00495,Civil: Civil Information Report,2022-03-03 14:23,2401 Durant Av,,
22-00496,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-03-11 14:30,Dwinelle Hall,,
22-00498,484 (A): PC; Theft,2022-03-11 15:37,2222 Bancroft Wy,,
22-00499,484 (A): PC; Theft,2022-03-08 15:30,2301 Bancroft Wy,,
22-00500,602 (T)(1): PC; TRESP FEL REF LV PRVT PRP 626.6: PC; Nonstudent Refuse to Leave Campus (Amended) Scanned: Add Scanned Documents to Report ** - manually added,2022-03-11 19:39,Evans Diamond Evans Diamond Rev 090418,,
22-00501,484 (A): PC; Theft,2022-03-11 18:45,Sproul Hall,,
22-00502,484 (A): PC; Theft,2022-03-11 19:32,Barker Hall,,
22-00503,Found Prop.: Found Property *417(a)(1): PC; Exhibit Deadly Weapon Other Than Firearm,2022-03-11 21:24,2645 Haste St,,
22-00504,"OUT WRTM: Other Agency Warrant, Misd 25620: BP; Possess Open Container of Alcohol In Public Scanned: Add Scanned Documents to Report",2022-03-11 21:17,Foothill Complex Foothill Complex,,
22-00505,Found Prop.: Found Property Scanned: Add Scanned Documents to Report,2022-03-11 20:19,Hargrove Music Library Hargrove Music Library,,
22-00506,Civil: Civil Information Report *Stalking 242: PC; Battery,2022-03-11 16:55,Campus Campus Peoples Park Rev 090418,,
22-00507,"OUT WRTF: Other Agency Warrant, Fel Scanned: Add Scanned Documents to Report",2022-03-12 00:32,2536 Channing Wy,,
22-00510,FIRE: Fire,2022-03-12 09:38,University Village UVA,,
22-00511,242: PC; Battery 243 (D): PC; Battery W/Serious Bodily Injury Scanned: Add Scanned Documents to Report,2022-03-12 11:24,Lower Sproul Pz Lower Sproul Plaza,,
22-00512,626: Exclusion Order Issued 484 (A): PC; Theft Scanned: Add Scanned Documents to Report,2022-03-12 14:37,2495 Bancroft Wy,,
22-00513,WELFARE: Welfare Check,2022-03-12 15:44,2340 Grant St,,
22-00515,2800.1 (A): VC; Evading Peace Officer 626.6: PC; Exclusion Order,2022-03-12 13:45,Channing Wy,,
22-00516,"OUT WRTM: Other Agency Warrant, Misd Scanned: Add Scanned Documents to Report",2022-03-13 04:09,2645 Haste St,,
22-00517,OA-ASSAULT: Outside Assist - Assault,2022-03-13 12:07,2434 Warring St,,
22-00518,Caslty: Injury/Illness,2022-03-13 14:11,2601 Warring St,,
22-00519,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-13 21:00,2415 Bowditch St,,
22-00520,646.9 (A): PC; Stalking,2022-03-13 23:09,Campus Rev 090418,,
22-00521,484 (A): PC; Theft 602: PC; Tresspassing Scanned: Add Scanned Documents to Report,2022-03-14 00:24,Memorial Stadium Memorial Stadium,,
22-00522,487 (A): PC; Grand Theft:money/Labor/Property Over $950 Scanned: Add Scanned Documents to Report,2022-03-12 14:00,1608 Fourth St,,
22-00523,Lost Prop.: Lost Property,2022-02-05 16:00,Sproul Hall,,
22-00525,459V: PC; Burglary Vehicle,2022-03-13 12:22,2309 Haste St,,
22-00526,484 (A): PC; Theft,2022-03-14 05:30,605 Ohlone Av,,
22-00527,10852: VC; Tamper With Vehicle,2022-03-14 13:10,Law Building Lot,,
22-00528,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft Scanned: Add Scanned Documents to Report,2022-03-14 15:00,Haas Pavilion Haas Pavilion Rev 090418,,
22-00529,PRODAM: Property Damage,2022-03-13 00:30,Cesar Chavez Center Cesar Chavez Center,,
22-00530,Lost Prop.: Lost Property,2022-03-10 16:00,Stanley Hall,,
22-00531,INFO: Information Only Report,2022-03-15 16:04,2121 Berkeley Wy,,
22-00532,Caslty: Injury/Illness,2022-03-15 16:19,Law Building Law Building,,
22-00533,484 (A): PC; Theft,2022-03-15 16:40,525 Red Oak Av,,
22-00534,10851 (A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft,2022-03-15 17:37,2301 Bancroft Wy,,
22-00535,Caslty: Injury/Illness,2022-03-15 22:08,2650 Haste St,,
22-00536,3056: PC; Violation Parole: Felony 459: PC; Burglary: First Degree Scanned: Add Scanned Documents to Report,2022-03-15 23:16,2503 Haste St,,
22-00537,422.6 (A): PC; Violate Civil Rights By Force Or Threat of Force Scanned: Add Scanned Documents to Report,2022-03-15 22:39,Valley Life Science Building Valley Life Science Building,,
22-00538,530.5 (E): PC; Mail Theft Scanned: Add Scanned Documents to Report 484 (A): PC; Theft,2022-03-15 19:34,2503 Haste St,,
22-12034,484 (A): PC; Theft,2022-03-15 15:17,Berkeley Way,,
22-12037,added,2022-03-15 15:24,Rev 090418,,
22-00539,Caslty: Injury/Illness,2022-03-16 01:05,2650 Durant Av,,
22-00540,INFO: Information Only Report,2022-03-16 04:30,2601 Warring St,,
