Case #,Crime,Occurred (Averaged),Location,lon,lat
23-00339,Caslty: Injury/Illness,2023-02-09 16:27,2626 Bancroft Wy,-122.25623005211682,37.86902156178104
23-00340,Caslty: Injury/Illness,2023-02-09 16:46,2626 Bancroft Wy,-122.25623005211682,37.86902156178104
23-00341,INFO: Information Only Report,2023-02-09 16:53,2516 Ellsworth St,-122.262990259869,37.86402205559775
23-00342,TC-Non Injury: Traffic Collision Non Injury,2023-02-09 18:09,Hearst Av,-122.29109499749464,37.87060032614356
23-00343,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-09 15:45,Chou Hall,-122.2543175695445,37.8723524
23-00344,5150: WI; 72 Hour Mental Health Hold; 626.9(I): PC; Possess/Etc Firearm:university/Etc,2023-02-08 14:55,2301 Bancroft Wy,-122.260816,37.868605
23-00345,14601(A): VC; Driving W/Lic Susp/Revoked For Reckless Driving; Misdemeanor 23109: VC; Speed Contest/Exhibit/Block Rd; Misdemeanor TRAFFIC INF: VC; Traffic Violations; Infraction,2023-02-10 05:25,US Highway 101 SOUTH East Washington Ave,-122.272863,37.8708393
23-00348,INFO: Information Only Report *Rape,2022-10-16 12:00,2500 block Haste St,-122.272863,37.8708393
23-00349,484G(A): PC; Theft By Forged/Invalid Access Card; Misdemeanor,2023-02-01 12:00,2465 Bancroft Wy,-122.2606942,37.8687031
23-00350,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-10 10:04,2700 Hearst Av,-122.25551,37.875524
23-00351,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-02-10 11:54,600 Red Oak Av,-122.272863,37.8708393
23-00352,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-10 12:50,Golden Bear Cafe Golden Bear Cafe,-122.259703,37.869831
23-00353,415.5(A)(3): PC; Use Offensive Words Within University/Etc; Misdemeanor,2023-02-10 13:54,North Gate North Gate,,
23-00354,452(D): PC; Causing Fire Of Property; Misdemeanor 602(L)(1): PC; Tresp Ref Leave By Order; Misdemeanor 626.6(A): PC; Nnstdnt Refuse Leave Univ; Misdemeanor 148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde,2023-02-10 12:46,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00355,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony ** - VAWA protection,2023-01-26 20:30,Dwinelle Hall,-122.2607432628604,37.8707285
23-00356,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-09 15:45,Evans Hall,-122.25768131042068,37.8736211
23-00357,484(A): PC; Petty Theft; Misdemeanor *Burglary,2023-01-27 12:07,Campbell Hall,-122.25708716604908,37.87293165
23-00358,OA-BPD: Outside Assist - BPD,2023-02-11 02:26,University Av,-122.30852157395006,37.86571873812008
23-00359,23152(A): VC; Dui Alcohol; Misdemeanor,2023-02-11 02:49,Oxford St,-122.26684735778863,37.87846656440768
23-00360,WELFARE: Welfare Check,2023-02-11 04:34,Campus Unspecified Campus Location Campus Unspecified,-122.288608,37.868541
23-00361,INFO: Information Only Report,2023-02-11 11:14,2400 Durant Av,-122.260114,37.86724
23-00362,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-07 15:45,2121 Berkeley Wy,-122.2683576,37.8737831
23-00363,INFO: Information Only Report,2023-02-06 00:11,2400 Piedmont Av,-122.25219896143592,37.86739725
23-00364,Lost Prop.: Lost Property,2023-02-11 14:54,Sproul Hall,-122.25877388866844,37.8696038
23-00365,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-11 14:55,Signpost6 Signpost6,-122.272863,37.8708393
23-00366,5150: WI; 72 Hour Mental Health Hold;,2023-02-11 15:29,2424 Channing Wy,-122.25951811764706,37.86675558823529
23-00367,647(F): PC; Disorderly Conduct:alcohol; Misdemeanor,2023-02-11 15:36,2415 Bowditch St,-122.25621929426624,37.866137951654
23-00368,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-11 17:13,Sather Tower Sather Tower,-122.2578158,37.8720577
23-00369,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-02-11 21:24,Social Sciences Building Social Sciences Building Rev 090418,-122.257693,37.870201
23-00370,242: PC; Battery On Person; Misdemeanor,2023-02-11 23:33,University Av,-122.30852157395006,37.86571873812008
23-00371,594(A)(2): PC; Vandalism:damage Property; Misdemeanor 242: PC; Battery,2023-02-11 12:36,Hearst Memorial Gymnasium Hearst Gym Telegraph Av,-122.2590947665617,37.8682597013377
23-00372,Caslty: Injury/Illness,2023-02-12 00:14,2700 Hearst Av,-122.25551,37.875524
23-00373,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor,2023-02-12 03:04,Bowditch St,-122.25655077869376,37.86721320422173
23-00374,Found Prop.: Found Property,2023-02-12 08:31,LHS Vista Lot,-122.272863,37.8708393
23-00375,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-10 14:00,2415 Bowditch St,-122.25621929426624,37.866137951654
23-00376,Caslty: Injury/Illness,2023-02-12 17:54,2465 Bancroft Wy,-122.2606942,37.8687031
23-00377,459: PC; Burglary: Second Degree; Felony,2023-02-11 14:45,1301 S 46th St,-122.272863,37.8708393
23-00378,Caslty: Injury/Illness,2023-02-12 19:36,2650 Durant Av,-122.2552301968402,37.86782
23-00379,5150: WI; 72 Hour Mental Health Hold;,2023-02-12 20:23,2650 Haste St,-122.2560025249778,37.86647419644383
23-00380,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony SUPP: Supplemental Reports 11350(A): HS; Possess Narcotic Controlled Substance; Felony 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor,2023-02-13 02:11,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00381,INFO: Information Only Report,2023-02-13 07:58,2400 Durant Av,-122.260114,37.86724
23-00382,Civil: Civil Information Report,2023-02-13 08:28,West Crescent West Crescent,-122.272863,37.8708393
23-00383,459: PC; Burglary:first Degree; Felony,2023-02-13 00:30,735 Gooding Wy,-122.272863,37.8708393
23-00384,Lost Prop.: Lost Property,2023-02-13 10:50,Hearst Field Annex Hearst Field Annex,-122.2581812086218,37.86943305
23-00385,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-09 20:19,2535 Channing Wy,-122.25739897674418,37.86719990697674
23-00386,273A(A): PC; Chld Abuse W/Poss Gbi/Dth; Misdemeanor,2023-01-27 09:15,700 block Ohlone Av,-122.272863,37.8708393
23-00387,626.10(B): PC; Poss Wpn Univ Not F/Arm; Felony,2023-02-13 12:13,Haviland Hall,-122.2611045603687,37.8737907
23-00388,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-13 17:22,Cheit Hall,-122.25431333014384,37.87184365
23-00389,Caslty: Injury/Illness,2023-02-13 19:23,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
23-00390,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-13 01:00,Ohlone Av,-122.28625819274318,37.87527609510227
23-00391,602(O)(2): PC; Trespass:refuse To Leave Property:owner Request; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor 626: Exclusion Order Issued 148.9(A): PC; Give False Id To Po; Misdemeanor,2023-02-13 21:58,2495 Bancroft Wy,-122.2598545,37.869332
23-00392,484G(A): PC; Theft By Forged/Invalid Access Card [over $400]; Felony,2023-02-11 16:59,Barker Hall,-122.26548032875245,37.8739629
23-00393,243.4(E)(1): PC; Touch Person Intimately Against Will For Sexual Arousal/Etc; Misde,2023-02-14 11:34,Latimer Hall,-122.255914566482,37.87310845
23-00396,Caslty: Injury/Illness,2023-02-14 18:07,Weill Hall,-122.26323831340244,37.8713331
23-00397,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-14 23:00,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00398,FIRE: Fire,2023-02-15 09:33,Cesar Chavez Center Cesar Chavez Center,-122.260364,37.86962
23-00401,INFO: Information Only Report,2023-02-15 10:40,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00402,INFO: Information Only Report,2023-02-15 11:44,Sproul Hall,-122.25877388866844,37.8696038
23-00403,261(A)(2): PC; Rape By Force/Fear/Etc; Felony,2023-02-10 13:04,UNKNOWN Unknown Location,-122.272863,37.8708393
23-00404,415.5(A)(2): PC; Loud/Unreasonable Noise Within University/Etc; Misdemeanor,2023-02-15 14:02,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00405,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-13 04:00,2601 Warring St,-122.250147,37.864041
23-00406,Caslty: Injury/Illness,2023-02-15 15:48,2121 Berkeley Wy,-122.2683576,37.8737831
23-00407,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-15 14:00,Minor Hall,-122.25473783871234,37.8715126
23-00408,14601.1(A): VC; Driving While Lic Suspended/Revoked; Misdemeanor,2023-02-15 21:23,Bancroft Wy,-122.28565157020569,37.86528873030079
23-00409,415(3): PC; Offensive Words In Public Place; Misdemeanor 10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-04 22:50,2495 Bancroft Wy,-122.2598545,37.869332
23-00410,OA-BPD: Outside Assist - BPD,2023-02-16 00:40,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00411,459: PC; Burglary:first Degree; Felony SUPP: Supplemental Reports,2023-02-16 04:20,Hearst Memorial Gymnasium Hearst Gym,-122.257164,37.874153
23-00412,484(A): PC; Petty Theft; Misdemeanor,2023-02-08 07:00,2223 Fulton St,-122.2662765589625,37.86844117115035
23-00413,Found Prop.: Found Property,2023-02-16 13:11,2121 Berkeley Wy,-122.2683576,37.8737831
23-00414,484(A): PC; Petty Theft; Misdemeanor,2023-02-16 15:50,1301 S 46th St,-122.272863,37.8708393
23-00415,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-14 12:00,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
23-00416,INFO: Information Only Report,2023-02-09 13:00,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-00418,422(A): PC; Threaten Crime With Intent To Terrorize; Felony 10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 417: PC; Brandishing a weapon,2023-02-16 23:38,Spieker Plaza Spieker Plaza Giannini Hall,-122.272863,37.8708393
23-00417,INFO: Information Only Report,2023-02-16 23:50,Lower Sproul Plaza Lower Sproul Plaza,-122.2606309,37.8688322
23-00419,INFO: Information Only Report,2023-02-17 00:35,675 Kula Gulf Wy,-122.3033197,37.883893
23-00420,602(M): PC; Trespass:occupy Property Without Consent; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 148.9(A): PC; Give False Id To Po; Misdemeanor,2023-02-17 01:14,2601 Warring St,-122.250147,37.864041
23-00421,Caslty: Injury/Illness,2023-02-17 03:42,2503 Haste St,-122.2585225860627,37.866127513824125
23-00422,HAZMAT: Hazardous Condition,2023-02-17 07:48,Glaser Rd,-122.24608396332049,37.8753951827282
23-00423,OA-BPD: Outside Assist - BPD,2023-02-17 12:21,2600 BLK HASTE,-122.297864,37.865832
23-00424,484(A): PC; Petty Theft; Misdemeanor,2023-02-13 16:00,2401 Durant Av,-122.26110790700152,37.8680285
23-00425,484(A): PC; Theft Of Personal Property; Misdemeanor 484G(B): PC; Theft:misrepresent As Access Card Holder; Misdemeanor,2023-02-17 13:14,Dwinelle Hall,-122.2607432628604,37.8707285
23-00426,INFO: Information Only Report,2023-02-17 17:06,Valley Life Science Building Valley Life Science Building Rev 090418,-122.272863,37.8708393
23-00427,12500 (A): VC; Drive Without Licence; Misdemeanor 22450(A): VC; Failure to Stop At A Stop Sign; Infraction,2023-02-18 01:50,Channing Wy,-122.29569816420656,37.86174439180047
23-00428,Caslty: Injury/Illness,2023-02-18 02:25,2601 Warring St,-122.250147,37.864041
23-00429,INFO: Information Only Report,2023-02-18 11:20,735 Gooding Wy,-122.272863,37.8708393
23-00430,Caslty: Injury/Illness,2023-02-18 13:01,2301 Bancroft Wy,-122.260816,37.868605
23-00431,594(B)(1): PC; Vandalism ($400 Or More); Felony 166(A)(4): PC; Contempt Of Court:disobey Court Order/Etc; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Felony 148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde,2023-02-18 13:23,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00432,Civil: Civil Information Report,2023-02-13 04:37,Sproul Hall,-122.25877388866844,37.8696038
23-00433,INFO: Information Only Report,2023-02-18 13:40,2650 Durant Av,-122.2552301968402,37.86782
23-00434,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-02-18 19:09,2301 Bancroft Wy,-122.260816,37.868605
23-00435,Found Prop.: Found Property,2023-02-19 00:09,2495 Bancroft Wy,-122.2598545,37.869332
23-00436,Found Prop.: Found Property,2023-02-10 12:47,2495 Bancroft Wy,-122.2598545,37.869332
23-00437,487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-02-18 10:30,McCone Hall,-122.25970862318384,37.87412275
23-00438,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-19 16:30,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00439,Caslty: Injury/Illness,2023-02-19 20:32,2301 Bancroft Wy,-122.260816,37.868605
23-00440,Caslty: Injury/Illness,2023-02-19 21:00,Moffitt Library 101 Moffitt Library,-122.260681,37.872367
23-00441,Found Prop.: Found Property,2023-02-19 23:42,2495 Bancroft Wy,-122.2598545,37.869332
23-00442,Caslty: Injury/Illness,2023-02-20 01:44,2400 Durant Av,-122.260114,37.86724
23-00443,Caslty: Injury/Illness,2023-02-20 03:21,2650 Durant Av,-122.2552301968402,37.86782
23-00444,OA-DV: Outside Assist - Domestic Violence 602.5(A): PC; Unauth Entr Of Dwelling; Misdemeanor *Stalking,,Off campus On campus residence hall,-122.272863,37.8708393
23-00445,WELFARE: Welfare Check,2023-02-20 14:53,Stanley Hall,-122.25608574376449,37.87396185
23-00446,Caslty: Injury/Illness,2023-02-20 16:45,Stu Gordon Stadium Evans Diamond,-122.272863,37.8708393
23-00447,Caslty: Injury/Illness,2023-02-20 20:13,,,
23-00448,INFO: Information Only Report,2023-02-20 17:27,LHS East Lot,-122.272863,37.8708393
23-00449,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor SUPP: Supplemental Reports,2023-02-19 08:55,298 Ohlone Av,-122.29022436646385,37.88177974306763
23-00450,240: PC; Assault On Person; Misdemeanor 594(A)(3): PC; Vandalism:destroy Other's Property; Misdemeanor,2023-02-21 06:20,GPB Garage GPB Garage,-122.272863,37.8708393
23-00451,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-20 17:23,2299 Piedmont Av,-122.2519432,37.8697156
23-00452,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-21 08:33,298 Ohlone Av,-122.29022436646385,37.88177974306763
23-00453,INFO: Information Only Report,2023-02-21 07:39,Campus Unspecified Campus Location Campus Unspecified,-122.288608,37.868541
23-00454,Found Prop.: Found Property,2023-02-21 07:05,Dwinelle Hall,-122.2607432628604,37.8707285
23-00455,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-19 13:42,Hearst Field Annex Hearst Field Annex,-122.2581812086218,37.86943305
23-00456,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-17 17:05,Moffitt Library Moffitt Library,-122.2598416,37.873349
23-00458,459: PC; Burglary:first Degree; Felony,2023-02-20 14:00,University Village UVA,-122.272863,37.8708393
23-00459,148.4(A)(1): PC; Tamper/Etc With Fire Alarm/Etc; Misdemeanor,2023-02-21 15:41,2121 Berkeley Wy,-122.2683576,37.8737831
23-00460,Found Prop.: Found Property,2023-02-21 10:20,Campus Unspecified Campus Location Campus Unspecified,-122.288608,37.868541
23-00461,PRODAM: Property Damage,2023-02-21 16:05,Gill Tract Gill Tract Rev 090418,-122.272863,37.8708393
23-00462,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-21 18:21,2465 Bancroft Wy,-122.2606942,37.8687031
23-00463,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-21 22:00,Moffitt Library Moffitt Library Rev 090418,-122.260681,37.872367
23-00464,FIRE: Fire MP: Missing Person,2023-02-22 07:24,Strawberry Creek Strawberry Creek,-122.25979832155076,37.87017194121949
23-00465,FIRE: Fire,2023-02-22 09:34,West Crescent West Crescent,-122.272863,37.8708393
23-00466,FIRE: Fire,2023-02-22 09:59,2650 Haste St,-122.2560025249778,37.86647419644383
23-00467,372: PC; Public Nuisance; Misdemeanor SUPP: Supplemental Reports,2023-02-22 10:23,Lower Sproul Plaza Lower Sproul Plaza,-122.2606309,37.8688322
23-00469,Caslty: Injury/Illness,2023-02-22 11:48,Li Ka Shing Center Li Ka Shing Center,-122.265396,37.87281
23-00471,148(A)(1): PC; Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech; Misde 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor 626.9(I): PC; Possess/Etc Firearm:university/Etc; Felony,2023-02-22 13:58,Dwinelle Hall,-122.2607432628604,37.8707285
23-00473,484G(A): PC; Theft By Forged/Invalid Access Card; Misdemeanor,2023-02-17 12:00,2220 Piedmont Av,-122.25286288751197,37.87097791199431
23-00474,OA-BPD: Outside Assist - BPD,2023-02-22 15:03,2222 Bancroft Wy,-122.26741212033184,37.86774458786539
23-00475,484G: PC; Theft By Use Of Access Card Information; Misdemeanor 484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-22 12:10,Latimer Hall,-122.255914566482,37.87310845
23-00476,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-15 15:00,Upper Sproul Plaza Upper Sproul Plaza Rev 090418,-122.259346,37.869473
23-00477,5150: WI; 72 Hour Mental Health Hold; 484(A): PC; Petty Theft; Misdemeanor 626: Exclusion Order Issued,2023-02-22 17:20,2495 Bancroft Wy,-122.2598545,37.869332
23-00478,Lost Prop.: Lost Property,2023-02-20 05:56,2301 Bancroft Wy,-122.260816,37.868605
23-00479,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 451(D): PC; Arson:property; Felony Stalking,2023-02-22 14:33,Physics Building Physics Building Peoples Park Housing Construction Site PPHCD On campus student housing Rev 090418,-122.272863,37.8708393
23-00480,417(A)(1): PC; Exhibit Deadly Weapon Other Than Firearm; Misdemeanor *Aggravated Assault,2023-02-23 09:41,2415 Bowditch St,-122.25621929426624,37.866137951654
23-00481,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony 182(A)(1): PC; Conspiracy:commit Crime; Felony,2023-02-23 08:33,2301 Bancroft Wy,-122.260816,37.868605
23-00482,Caslty: Injury/Illness,2023-02-23 11:53,2120 Oxford St,-122.26604463157896,37.87033631578947
23-00483,240: PC; Assault On Person; Misdemeanor 415.5(A)(1): PC; Fight/Challenge Fight At School/University/Etc; Misdemeanor,2023-02-23 12:57,2495 Bancroft Wy,-122.2598545,37.869332
23-00484,314(1): PC; Indecent Exposure; Misdemeanor 647(A): PC; Solicit Lewd Act In Public; Misdemeanor,2023-02-23 12:05,Valley Life Science Building Valley Life Science Building,-122.272863,37.8708393
23-00485,Caslty: Injury/Illness,2023-02-23 12:58,Haviland Hall,-122.2611045603687,37.8737907
23-00486,243.4(E)(1): PC; Touch Person Intimately Against Will For Sexual Arousal/Etc; Misde,2022-12-01 00:00,2600 block Warring St,-122.250568,37.863922
23-00487,Found Prop.: Found Property SUPP: Supplemental Reports,2023-02-23 12:22,Sproul Hall,-122.25877388866844,37.8696038
23-00488,INFO: Information Only Report,2023-02-21 16:45,2301 Bancroft Wy,-122.260816,37.868605
23-00490,11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor UCBPD-WAR-M: Misdemeanor Warrant From Ucbpd 626: Exclusion Order Issued,2023-02-23 18:25,2495 Bancroft Wy,-122.2598545,37.869332
23-00491,Caslty: Injury/Illness,2023-02-23 18:42,2301 Bancroft Wy,-122.260816,37.868605
23-00492,PRODAM: Property Damage,2023-02-23 18:24,Smoot Rd,-122.25157371833122,37.87724812033679
23-00493,Caslty: Injury/Illness,2023-02-23 20:36,2645 Haste St,-122.2544244,37.8673072
23-00494,INFO: Information Only Report,2023-02-23 19:17,Haas Pavilion Haas Pavilion,-122.26220609544905,37.86939045
23-00495,PRODAM: Property Damage 487(A): PC; Grand Theft/ Labor/Property; Misdemeanor,2023-02-23 10:55,2601 Warring St,-122.250147,37.864041
23-00496,Lost Prop.: Lost Property SUPP: Supplemental Reports,2023-02-24 07:56,Sproul Hall,-122.25877388866844,37.8696038
23-00497,Caslty: Injury/Illness,2023-02-24 02:15,2400 Durant Av,-122.260114,37.86724
23-00498,594(A)(1): PC; Vandalism:deface Property; Felony 530.5(E): PC; Commit Mail Theft; Misdemeanor,2023-02-23 13:55,University Village UVA,-122.272863,37.8708393
23-00499,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-23 21:30,University Village UVA,-122.272863,37.8708393
23-00500,242: PC; Battery On Person; Misdemeanor,2023-02-22 11:52,2520 Channing Wy,-122.25740262790698,37.86703251162791
23-00501,459: PC; Burglary; Misdemeanor,2023-02-24 09:37,2650 Haste St,-122.2560025249778,37.86647419644383
23-00502,415(2): PC; Disturb By Loud/Unreasonable Noise; Misdemeanor,2023-02-24 16:00,Hargrove Music Library Hargrove Music Library,-122.2561330591382,37.870429900000005
23-00503,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-23 23:17,2301 Bancroft Wy,-122.260816,37.868605
23-00504,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-24 19:45,Social Sciences Building Social Sciences Building,-122.2579343322098,37.87010825
23-00505,484(A): PC; Petty Theft; Misdemeanor,2023-02-24 22:25,675 Kula Gulf Wy,-122.3033197,37.883893
23-00506,INFO: Information Only Report 487: PC; Grand Theft,2023-02-24 08:34,Bancroft Wy,-122.28565157020569,37.86528873030079
23-00507,Caslty: Injury/Illness,2023-02-25 01:00,2650 Haste St,-122.2560025249778,37.86647419644383
23-00508,10852: VC; Tamper With Vehicle; Misdemeanor *Motor Vehicle Theft Attempt,2023-02-25 05:01,2650 Durant Av,-122.2552301968402,37.86782
23-00509,594(A)(1): PC; Vandalism:deface Property; Felony 530.5(E): PC; Commit Mail Theft; Misdemeanor,2023-02-24 16:50,University Village UVA,-122.272863,37.8708393
23-00510,594(A)(1): PC; Vandalism:deface Property; Felony 626: Exclusion Order Issued,2023-02-25 17:33,8th St,-122.29370635761468,37.8627417853943
23-00511,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-02-25 16:00,Moffitt Library Moffitt Library Rev 090418,-122.260681,37.872367
23-00512,Civil: Civil Information Report,2022-04-14 22:18,2151 Berkeley Wy,-122.26776987710174,37.87326659826463
23-00513,594(A)(2): PC; Vandalism:damage Property; Misdemeanor,2023-02-26 11:17,2601 Warring St,-122.250147,37.864041
23-00514,TC-Non Injury: Traffic Collision Non Injury,2023-02-26 20:10,2645 Haste St,-122.2544244,37.8673072
23-00515,Caslty: Injury/Illness,2023-02-26 23:46,2601 Warring St,-122.250147,37.864041
23-00516,459: PC; Burglary: Second Degree; Felony SUPP: Supplemental Reports,2023-02-27 04:01,Golden Bear Cafe Golden Bear Cafe,-122.259703,37.869831
23-00517,WELFARE: Welfare Check,2023-02-27 08:57,Li Ka Shing Center Li Ka Shing Center,-122.265396,37.87281
23-00518,242: PC; Battery On Person; Misdemeanor 626: Exclusion Order Issued,2023-02-27 12:17,Golden Bear Cafe Golden Bear Cafe,-122.259703,37.869831
23-00520,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-25 16:37,2301 Bancroft Wy,-122.260816,37.868605
23-00521,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-27 16:35,Upper Sproul Plaza Upper Sproul Plaza,-122.25940006990032,37.8695157
23-00522,653M(A): PC; Annoying Telephone Call:obscene/Threatening; Misdemeanor,2023-02-27 10:59,Tan Hall,-122.25645027921992,37.87309405
23-00523,OA-BURGLARY: Outside Assist - Burglary,2023-02-24 02:52,2345 College Av,-122.25403559074633,37.8677616
23-00524,SUPP: Supplemental Reports 246.3(B): PC; Wilfl Dschrg Bb Gn Gr Neg; Misdemeanor,2023-02-27 21:17,2520 Channing Wy,-122.25740262790698,37.86703251162791
23-00525,INFO: Information Only Report,2023-02-27 20:59,810 Ohlone Av,-122.272863,37.8708393
23-00526,SUPP: Supplemental Reports 602(O): PC; Trespass:refuse To Leave Property; Misdemeanor 11364(A): HS; Possess Unlawful Paraphernalia; Misdemeanor 485: PC; Appropriate Lost Property; Misdemeanor 4060: BP; Possess Controlled Substances Without A Prescription; Misdemeanor 1203.2(A): PC; Probation Violation:rearrest/Revoke; Misdemeanor 314: PC; Indecent Exposure,2023-02-28 05:48,Lower Sproul Garage Lower Sproul Garage 2301 Bancroft Wy,-122.260816,37.868605
23-00527,243(E)(1): PC; Battery:spouse/Ex Spouse/Date/Etc; Misdemeanor 487(A): PC; Grand Theft:money/Labor/Property; Felony,2023-02-28 02:10,2600 Block Of Durant Ave,-122.272863,37.8708393
23-00528,594(A)(1): PC; Vandalism:deface Property; Felony,2023-02-28 00:30,305 West End Wy,-122.272863,37.8708393
23-00529,INFO: Information Only Report,2023-02-28 01:30,Birge Hall,-122.25725158769572,37.8722111
23-00530,602: PC; Trespassing; Misdemeanor 166(A)(1): PC; Contempt Of Court:disorderly/Etc Behavior; Misdemeanor SUPP: Supplemental Reports,2023-02-17 09:00,1801 Walnut St,-122.26769352206912,37.87480242845038
23-00531,MP: Missing Person,2023-02-27 08:34,CITY OF BERKELEY,-122.3055861,37.8791787
23-00532,602: PC; Trespassing; Misdemeanor,2023-02-28 13:43,2536 Channing Wy,-122.25736188372092,37.86703753488372
23-00533,INFO: Information Only Report,2023-02-28 14:12,Sproul Hall,-122.25877388866844,37.8696038
23-00534,484(A): PC; Theft Of Personal Property; Misdemeanor,2023-02-25 17:15,2301 Bancroft Wy,-122.260816,37.868605
23-00535,10851(A): VC; Take Vehicle W/O Owner's Consent/Vehicle Theft; Felony,2023-02-28 15:30,Hearst Mining Building Hearst Mining Building,-122.25726679499158,37.874424950000005
23-00536,10851(A): VC; Take Vehicle Without Owner's Consent; Misdemeanor,2023-02-28 15:30,Physics Building Physics Building,-122.272863,37.8708393
23-00537,OA-BURGLARY: Outside Assist - Burglary,2023-02-28 19:30,2151 Berkeley Wy,-122.26776987710174,37.87326659826463
23-00538,FIRE: Fire,2023-02-28 23:54,Peoples Park Housing Construction Site,-122.272863,37.8708393
23-00541,459: PC; Burglary:first Degree; Felony 10851: VC; Vehicle Theft,2023-02-28 20:12,Witter Field Witter Field W side of Cesar Chavez Rev 090418,-122.249073,37.871156
23-00001,242: PC; Battery On Person; Misdemeanor 626: Exclusion Order Issued SUPP: Supplemental Reports,2023-01-01 02:00,2495 Bancroft Wy,-122.2598545,37.869332
23-00003,"OUT WRTF: Other Agency Warrant, Fel SUPP: Supplemental Reports",2023-01-01 13:11,Regent St,-122.2567645129572,37.85631157161776
23-00004,OA-SEXUAL ASSAULT: Outside Assist - Sexual Assault *Fondling 5150: WI; 72 Hour Mental Health Hold;,2023-01-01 14:06,2500 Haste St,-122.258513,37.865962
